gejala,relevance_score,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi,cara_menggunakan
Nyeri otot,"0,7",Lengkuas,Alpinia galanga,Laja (Sunda); Laos (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan rimpang yang sering digunakan sebagai bumbu masakan dan obat tradisional. Rimpangnya kaya akan senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan antimikroba. Khasiatnya meliputi membantu mengatasi masalah pencernaan, meredakan nyeri otot, dan meningkatkan nafsu makan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan tubuh secara keseluruhan.","Mual
Sakit kepala
Nyeri otot
Pilek
Tidak nafsu makan","Minyak atsiri, galangin, alpinin.","Tumbuk 2 ruas lengkuas, campur dengan sedikit air hangat hingga menjadi pasta, lalu balurkan pada area yang terasa nyeri. Biarkan selama 20 menit sebelum dibilas."
Pilek,"0,8",Lengkuas,Alpinia galanga,Laja (Sunda); Laos (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan rimpang yang sering digunakan sebagai bumbu masakan dan obat tradisional. Rimpangnya kaya akan senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan antimikroba. Khasiatnya meliputi membantu mengatasi masalah pencernaan, meredakan nyeri otot, dan meningkatkan nafsu makan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan tubuh secara keseluruhan.","Mual
Sakit kepala
Nyeri otot
Pilek
Tidak nafsu makan","Minyak atsiri, galangin, alpinin.","Iris tipis 1 ruas lengkuas, rebus dengan 2 gelas air, dan hirup uapnya selama 5 menit. Uap lengkuas membantu melegakan saluran pernapasan."
Tidak nafsu makan,"0,5",Lengkuas,Alpinia galanga,Laja (Sunda); Laos (Jawa),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman herbal dengan rimpang yang sering digunakan sebagai bumbu masakan dan obat tradisional. Rimpangnya kaya akan senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan antimikroba. Khasiatnya meliputi membantu mengatasi masalah pencernaan, meredakan nyeri otot, dan meningkatkan nafsu makan. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan tubuh secara keseluruhan.","Mual
Sakit kepala
Nyeri otot
Pilek
Tidak nafsu makan","Minyak atsiri, galangin, alpinin.",Rebus 1 ruas lengkuas dengan 2 gelas air hingga tersisa 1 gelas. Tambahkan sedikit gula aren dan minum setengah gelas sebelum makan. Lengkuas dapat merangsang nafsu makan.
Luka bakar ringan,"0,9",Lidah buaya,Aloe vera,Ilat Baya (Jawa); Letah Buaya (Sunda),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sukulen yang gel daunnya sering digunakan dalam produk perawatan kulit dan kesehatan. Daunnya mengandung senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan melembapkan. Khasiatnya meliputi membantu meredakan iritasi kulit, mempercepat penyembuhan luka, dan meningkatkan kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya dapat menjaga keseimbangan hidrasi kulit.","Luka bakar ringan
Iritasi kulit
Jerawat
Kulit terbakar
Kulit kering","Aloin, barbaloin, vitamin, mineral.","Potong daun lidah buaya, ambil gelnya, dan oleskan pada area yang terbakar. Ulangi 2–3 kali sehari untuk mempercepat penyembuhan dan mengurangi rasa sakit berkat sifat anti-inflamasi dan pendinginnya."
Iritasi kulit,"0,8",Lidah buaya,Aloe vera,Ilat Baya (Jawa); Letah Buaya (Sunda),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sukulen yang gel daunnya sering digunakan dalam produk perawatan kulit dan kesehatan. Daunnya mengandung senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan melembapkan. Khasiatnya meliputi membantu meredakan iritasi kulit, mempercepat penyembuhan luka, dan meningkatkan kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya dapat menjaga keseimbangan hidrasi kulit.","Luka bakar ringan
Iritasi kulit
Jerawat
Kulit terbakar
Kulit kering","Aloin, barbaloin, vitamin, mineral.",Oleskan gel lidah buaya langsung pada area yang teriritasi atau merah. Biarkan hingga kering tanpa dibilas. Sifat anti-inflamasi lidah buaya membantu meredakan iritasi dengan cepat.
Jerawat,"0,6",Lidah buaya,Aloe vera,Ilat Baya (Jawa); Letah Buaya (Sunda),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sukulen yang gel daunnya sering digunakan dalam produk perawatan kulit dan kesehatan. Daunnya mengandung senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan melembapkan. Khasiatnya meliputi membantu meredakan iritasi kulit, mempercepat penyembuhan luka, dan meningkatkan kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya dapat menjaga keseimbangan hidrasi kulit.","Luka bakar ringan
Iritasi kulit
Jerawat
Kulit terbakar
Kulit kering","Aloin, barbaloin, vitamin, mineral.",Ambil sedikit gel lidah buaya segar dan oleskan pada jerawat sebelum tidur. Diamkan semalaman dan bilas keesokan harinya. Lidah buaya membantu mengurangi peradangan dan mempercepat penyembuhan jerawat.
Kulit kasar,"0,9",Lidah buaya,Aloe vera,Ilat Baya (Jawa); Letah Buaya (Sunda),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sukulen yang gel daunnya sering digunakan dalam produk perawatan kulit dan kesehatan. Daunnya mengandung senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan melembapkan. Khasiatnya meliputi membantu meredakan iritasi kulit, mempercepat penyembuhan luka, dan meningkatkan kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya dapat menjaga keseimbangan hidrasi kulit.","Luka bakar ringan
Iritasi kulit
Jerawat
Kulit terbakar
Kulit kering","Aloin, barbaloin, vitamin, mineral.","Oleskan gel lidah buaya segar pada kulit yang terbakar sinar matahari, biarkan hingga meresap tanpa dibilas. Lidah buaya membantu menenangkan kulit."
Kulit kering,"0,8",Lidah buaya,Aloe vera,Ilat Baya (Jawa); Letah Buaya (Sunda),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sukulen yang gel daunnya sering digunakan dalam produk perawatan kulit dan kesehatan. Daunnya mengandung senyawa bioaktif yang diketahui memiliki sifat antiinflamasi dan melembapkan. Khasiatnya meliputi membantu meredakan iritasi kulit, mempercepat penyembuhan luka, dan meningkatkan kesehatan pencernaan. Selain itu, tanaman ini juga dipercaya dapat menjaga keseimbangan hidrasi kulit.","Luka bakar ringan
Iritasi kulit
Jerawat
Kulit terbakar
Kulit kering","Aloin, barbaloin, vitamin, mineral.",Ambil gel segar dari daun lidah buaya dan oleskan langsung pada kulit yang kering. Biarkan selama 15–20 menit sebelum dibilas dengan air hangat. Lidah buaya membantu melembapkan kulit.
Nyeri haid,"0,3",Mahkota dewa,Phaleria macrocarpa,Simalakama (Jawa); Pau (Sumatra); Raja Obat (Banten); Makuta Raja (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan buah yang sering digunakan dalam pengobatan tradisional untuk berbagai penyakit. Buahnya mengandung senyawa bioaktif yang memiliki sifat antikanker dan antidiabetes. Khasiatnya meliputi membantu menurunkan kadar gula darah, meningkatkan kekebalan tubuh, dan mengurangi peradangan. Selain itu, tanaman ini juga dipercaya memiliki efek detoksifikasi.","Nyeri haid
Stres
Jerawat
Sakit kepala
Demam","Alkaloid, saponin, flavonoid.","Rebus 2-3 lembar daun mahkota dewa dalam 1,5 gelas air hingga tersisa 1 gelas. Minum air rebusan ini selama periode haid untuk membantu meredakan nyeri haid. "
Stres,"0,4",Mahkota dewa,Phaleria macrocarpa,Simalakama (Jawa); Pau (Sumatra); Raja Obat (Banten); Makuta Raja (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan buah yang sering digunakan dalam pengobatan tradisional untuk berbagai penyakit. Buahnya mengandung senyawa bioaktif yang memiliki sifat antikanker dan antidiabetes. Khasiatnya meliputi membantu menurunkan kadar gula darah, meningkatkan kekebalan tubuh, dan mengurangi peradangan. Selain itu, tanaman ini juga dipercaya memiliki efek detoksifikasi.","Nyeri haid
Stres
Jerawat
Sakit kepala
Demam","Alkaloid, saponin, flavonoid.",Rebus 2 lembar daun mahkota dewa dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum 1 kali sehari. Mahkota dewa memiliki efek menenangkan yang dapat membantu meredakan stres.
Jerawat,"0,5",Mahkota dewa,Phaleria macrocarpa,Simalakama (Jawa); Pau (Sumatra); Raja Obat (Banten); Makuta Raja (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan buah yang sering digunakan dalam pengobatan tradisional untuk berbagai penyakit. Buahnya mengandung senyawa bioaktif yang memiliki sifat antikanker dan antidiabetes. Khasiatnya meliputi membantu menurunkan kadar gula darah, meningkatkan kekebalan tubuh, dan mengurangi peradangan. Selain itu, tanaman ini juga dipercaya memiliki efek detoksifikasi.","Nyeri haid
Stres
Jerawat
Sakit kepala
Demam","Alkaloid, saponin, flavonoid.","Ambil beberapa lembar daun mahkota dewa, tumbuk halus, dan oleskan pada area wajah yang berjerawat. Diamkan selama 15-20 menit, lalu bilas dengan air hangat. Kandungan antibakteri dalam mahkota dewa dapat membantu mengurangi jerawat."
Sakit kepala,"0,4",Mahkota dewa,Phaleria macrocarpa,Simalakama (Jawa); Pau (Sumatra); Raja Obat (Banten); Makuta Raja (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan buah yang sering digunakan dalam pengobatan tradisional untuk berbagai penyakit. Buahnya mengandung senyawa bioaktif yang memiliki sifat antikanker dan antidiabetes. Khasiatnya meliputi membantu menurunkan kadar gula darah, meningkatkan kekebalan tubuh, dan mengurangi peradangan. Selain itu, tanaman ini juga dipercaya memiliki efek detoksifikasi.","Nyeri haid
Stres
Jerawat
Sakit kepala
Demam","Alkaloid, saponin, flavonoid.","Tumbuk halus 1-2 buah mahkota dewa, lalu tambahkan air sedikit, aduk hingga menjadi pasta. Oleskan pada dahi atau pelipis yang sakit kepala. Biarkan selama 15-20 menit untuk meredakan sakit kepala."
Demam,"0,3",Mahkota dewa,Phaleria macrocarpa,Simalakama (Jawa); Pau (Sumatra); Raja Obat (Banten); Makuta Raja (Sunda).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan buah yang sering digunakan dalam pengobatan tradisional untuk berbagai penyakit. Buahnya mengandung senyawa bioaktif yang memiliki sifat antikanker dan antidiabetes. Khasiatnya meliputi membantu menurunkan kadar gula darah, meningkatkan kekebalan tubuh, dan mengurangi peradangan. Selain itu, tanaman ini juga dipercaya memiliki efek detoksifikasi.","Nyeri haid
Stres
Jerawat
Sakit kepala
Demam","Alkaloid, saponin, flavonoid.",Rebus 3-5 lembar daun mahkota dewa dalam 3 gelas air hingga tersisa 1 gelas. Minum air rebusan ini 1-2 kali sehari untuk membantu menurunkan demam. Sifat antipiretik pada mahkota dewa dapat membantu menurunkan suhu tubuh yang tinggi.
Mual,"0,5",Mahoni,Swietenia mahagoni,Huni (Jawa); Maoni (Sumatra).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan biji yang digunakan untuk mengatasi berbagai masalah kesehatan. Biji mahoni mengandung senyawa bioaktif dengan sifat antioksidan dan antidiabetes. Khasiatnya meliputi membantu menurunkan tekanan darah, mengontrol kadar gula darah, dan meningkatkan sirkulasi darah. Selain itu, tanaman ini juga dipercaya dapat memperbaiki metabolisme tubuh.","Mual
Kelelahan
Nyeri haid
Demam
Sakit kepala","Saponin, flavonoid, alkaloid.","Rebus 3 lembar daun mahoni dalam 1,5 gelas air hingga tersisa 1 gelas. Minum air rebusan ini secara perlahan untuk membantu meredakan rasa mual. "
Kelelahan,"0,4",Mahoni,Swietenia mahagoni,Huni (Jawa); Maoni (Sumatra).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan biji yang digunakan untuk mengatasi berbagai masalah kesehatan. Biji mahoni mengandung senyawa bioaktif dengan sifat antioksidan dan antidiabetes. Khasiatnya meliputi membantu menurunkan tekanan darah, mengontrol kadar gula darah, dan meningkatkan sirkulasi darah. Selain itu, tanaman ini juga dipercaya dapat memperbaiki metabolisme tubuh.","Mual
Kelelahan
Nyeri haid
Demam
Sakit kepala","Saponin, flavonoid, alkaloid.",Rebus 3-5 lembar daun mahoni dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini 1 kali sehari untuk membantu mengurangi rasa lelah dan meningkatkan energi. 
Nyeri haid,"0,7",Mahoni,Swietenia mahagoni,Huni (Jawa); Maoni (Sumatra).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan biji yang digunakan untuk mengatasi berbagai masalah kesehatan. Biji mahoni mengandung senyawa bioaktif dengan sifat antioksidan dan antidiabetes. Khasiatnya meliputi membantu menurunkan tekanan darah, mengontrol kadar gula darah, dan meningkatkan sirkulasi darah. Selain itu, tanaman ini juga dipercaya dapat memperbaiki metabolisme tubuh.","Mual
Kelelahan
Nyeri haid
Demam
Sakit kepala","Saponin, flavonoid, alkaloid.",Rebus 2-3 lembar daun mahoni dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini selama periode haid untuk membantu meredakan nyeri haid. Kandungan antispasmodik dalam mahoni dapat membantu mengurangi kram perut.
Demam,"0,6",Mahoni,Swietenia mahagoni,Huni (Jawa); Maoni (Sumatra).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan biji yang digunakan untuk mengatasi berbagai masalah kesehatan. Biji mahoni mengandung senyawa bioaktif dengan sifat antioksidan dan antidiabetes. Khasiatnya meliputi membantu menurunkan tekanan darah, mengontrol kadar gula darah, dan meningkatkan sirkulasi darah. Selain itu, tanaman ini juga dipercaya dapat memperbaiki metabolisme tubuh.","Mual
Kelelahan
Nyeri haid
Demam
Sakit kepala","Saponin, flavonoid, alkaloid.",Rebus 4-5 lembar daun mahoni dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini 2-3 kali sehari. Mahoni memiliki sifat antipiretik yang dapat membantu menurunkan demam.
Sakit kepala,"0,5",Mahoni,Swietenia mahagoni,Huni (Jawa); Maoni (Sumatra).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman dengan biji yang digunakan untuk mengatasi berbagai masalah kesehatan. Biji mahoni mengandung senyawa bioaktif dengan sifat antioksidan dan antidiabetes. Khasiatnya meliputi membantu menurunkan tekanan darah, mengontrol kadar gula darah, dan meningkatkan sirkulasi darah. Selain itu, tanaman ini juga dipercaya dapat memperbaiki metabolisme tubuh.","Mual
Kelelahan
Nyeri haid
Demam
Sakit kepala","Saponin, flavonoid, alkaloid.",Rebus 2-3 lembar daun mahoni dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan ini 1 kali sehari. Kandungan anti-inflamasi dalam mahoni dapat membantu meredakan sakit kepala
Sakit kepala,"0,6",Manggis,Garcinia mangostana,Manggu (Jawa); manggus (Lampung); Manggusto (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan kulit buah yang sering digunakan dalam pengobatan tradisional. Kulit buahnya mengandung senyawa bioaktif yang memiliki sifat antioksidan dan antikanker. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, mengurangi peradangan, dan melindungi kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Sakit kepala
Jerawat
Imun lemah
Gangguan pencernaan
Kolesterol","Xanthone, tanin, antosianin.",Rebus 3-5 kulit manggis dalam 2 gelas air hingga tersisa 1 gelas. Saring dan minum air rebusan ini 1 kali sehari. Kulit manggis mengandung senyawa anti-inflamasi yang dapat membantu meredakan sakit kepala.
Jerawat,"0,9",Manggis,Garcinia mangostana,Manggu (Jawa); manggus (Lampung); Manggusto (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan kulit buah yang sering digunakan dalam pengobatan tradisional. Kulit buahnya mengandung senyawa bioaktif yang memiliki sifat antioksidan dan antikanker. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, mengurangi peradangan, dan melindungi kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Sakit kepala
Jerawat
Imun lemah
Gangguan pencernaan
Kolesterol","Xanthone, tanin, antosianin.","Ambil kulit manggis kering, tumbuk halus, dan campurkan dengan sedikit air untuk dijadikan masker wajah. Oleskan pada kulit wajah berjerawat dan diamkan selama 15-20 menit, kemudian bilas. Kulit manggis memiliki sifat antibakteri yang dapat membantu mengurangi jerawat."
Bau mulut,"0,7",Manggis,Garcinia mangostana,Manggu (Jawa); manggus (Lampung); Manggusto (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan kulit buah yang sering digunakan dalam pengobatan tradisional. Kulit buahnya mengandung senyawa bioaktif yang memiliki sifat antioksidan dan antikanker. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, mengurangi peradangan, dan melindungi kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Sakit kepala
Jerawat
Imun lemah
Gangguan pencernaan
Kolesterol","Xanthone, tanin, antosianin.",Rebus kulit manggis dari 1 buah dengan 1 gelas air. Gunakan air rebusan ini untuk berkumur selama 30 detik. Lakukan 2 kali sehari.
Gangguan pencernaan,"0,7",Manggis,Garcinia mangostana,Manggu (Jawa); manggus (Lampung); Manggusto (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan kulit buah yang sering digunakan dalam pengobatan tradisional. Kulit buahnya mengandung senyawa bioaktif yang memiliki sifat antioksidan dan antikanker. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, mengurangi peradangan, dan melindungi kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Sakit kepala
Jerawat
Imun lemah
Gangguan pencernaan
Kolesterol","Xanthone, tanin, antosianin.","Rebus 3-4 kulit manggis dalam 1,5 gelas air hingga tersisa 1 gelas. Minum air rebusan ini setelah makan untuk membantu melancarkan pencernaan."
Kolesterol,"0,7",Manggis,Garcinia mangostana,Manggu (Jawa); manggus (Lampung); Manggusto (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah dengan kulit buah yang sering digunakan dalam pengobatan tradisional. Kulit buahnya mengandung senyawa bioaktif yang memiliki sifat antioksidan dan antikanker. Khasiatnya meliputi membantu meningkatkan daya tahan tubuh, mengurangi peradangan, dan melindungi kesehatan jantung. Selain itu, tanaman ini juga dipercaya mampu menjaga kesehatan kulit.","Sakit kepala
Jerawat
Imun lemah
Gangguan pencernaan
Kolesterol","Xanthone, tanin, antosianin.",Rebus 5-6 kulit manggis dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini 1 kali sehari untuk membantu menurunkan kadar kolesterol. Kandungan antioksidan dalam kulit manggis dapat membantu mengurangi kolesterol jahat dalam tubuh.
Mual,"0,7",Melati,Jasminum sambac,Malate (Madura); Menuh (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga kecil yang beraroma harum. Bunganya mengandung senyawa bioaktif dengan sifat antidepresan dan antimikroba. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga sering digunakan sebagai aromaterapi.","Mual
Sakit perut
Kelelahan
Stres
Nyeri haid","Minyak atsiri, indol, linalool.",Rebus 3-4 bunga melati dalam 1 gelas air. Minum air rebusan ini setelah makan untuk membantu meredakan rasa mual. Melati memiliki sifat yang menenangkan saluran pencernaan dan dapat membantu mengurangi rasa tidak nyaman di perut.
Sakit perut,"0,8",Melati,Jasminum sambac,Malate (Madura); Menuh (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga kecil yang beraroma harum. Bunganya mengandung senyawa bioaktif dengan sifat antidepresan dan antimikroba. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga sering digunakan sebagai aromaterapi.","Mual
Sakit perut
Kelelahan
Stres
Nyeri haid","Minyak atsiri, indol, linalool.",Rebus 4-5 bunga melati dalam 1 gelas air selama 5-10 menit. Saring dan minum air rebusan ini 1-2 kali sehari. Melati memiliki sifat antispasmodik yang dapat membantu meredakan kram dan peradangan pada saluran pencernaan.
Kelelahan,"0,6",Melati,Jasminum sambac,Malate (Madura); Menuh (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga kecil yang beraroma harum. Bunganya mengandung senyawa bioaktif dengan sifat antidepresan dan antimikroba. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga sering digunakan sebagai aromaterapi.","Mual
Sakit perut
Kelelahan
Stres
Nyeri haid","Minyak atsiri, indol, linalool.",Rebus 3-5 bunga melati dalam 2 gelas air hingga tersisa setengahnya. Minum air rebusan ini 1-2 kali sehari untuk membantu mengurangi kelelahan fisik dan mental. Melati membantu mengembalikan energi dengan memberikan efek relaksasi dan mengurangi ketegangan pada tubuh.
Stres,"0,9",Melati,Jasminum sambac,Malate (Madura); Menuh (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga kecil yang beraroma harum. Bunganya mengandung senyawa bioaktif dengan sifat antidepresan dan antimikroba. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga sering digunakan sebagai aromaterapi.","Mual
Sakit perut
Kelelahan
Stres
Nyeri haid","Minyak atsiri, indol, linalool.","Ambil beberapa bunga melati segar dan rendam dalam segelas air panas. Diamkan selama beberapa menit, saring, dan minum air rebusan ini. Bunga melati memiliki sifat menenangkan yang dapat membantu meredakan stres."
Nyeri haid,"0,8",Melati,Jasminum sambac,Malate (Madura); Menuh (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman hias dengan bunga kecil yang beraroma harum. Bunganya mengandung senyawa bioaktif dengan sifat antidepresan dan antimikroba. Khasiatnya meliputi membantu menenangkan pikiran, meredakan stres, dan meningkatkan kualitas tidur. Selain itu, tanaman ini juga sering digunakan sebagai aromaterapi.","Mual
Sakit perut
Kelelahan
Stres
Nyeri haid","Minyak atsiri, indol, linalool.",Rebus 3-4 bunga melati dalam 2 gelas air hingga tersisa setengahnya. Minum air rebusan ini dua kali sehari selama periode haid untuk membantu meredakan kram dan nyeri perut. 
Sembelit,"0,8",Mengkudu,Morinda citrifolia,Pace (Jawa); Cengkudu (Sunda); Kodhuk (Madura); Wengkudu (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah yang sering digunakan dalam pengobatan tradisional untuk meningkatkan kesehatan. Buahnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meningkatkan sistem kekebalan tubuh, mengurangi nyeri sendi, dan menjaga fungsi hati. Selain itu, tanaman ini juga dipercaya mampu mengatasi masalah pernapasan.","Sembelit
Nyeri otot
Sariawan
Kulit berminyak
Stres","Scopoletin, terpenoid, iridoid.","Ambil 1-2 buah mengkudu yang matang, parut, dan tambahkan sedikit air untuk dijadikan jus. Minum jus ini setiap pagi untuk membantu memperlancar pencernaan dan mengatasi sembelit. "
Nyeri otot,"0,7",Mengkudu,Morinda citrifolia,Pace (Jawa); Cengkudu (Sunda); Kodhuk (Madura); Wengkudu (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah yang sering digunakan dalam pengobatan tradisional untuk meningkatkan kesehatan. Buahnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meningkatkan sistem kekebalan tubuh, mengurangi nyeri sendi, dan menjaga fungsi hati. Selain itu, tanaman ini juga dipercaya mampu mengatasi masalah pernapasan.","Sembelit
Nyeri otot
Sariawan
Kulit berminyak
Stres","Scopoletin, terpenoid, iridoid.","Ambil 2-3 buah mengkudu matang, parut, dan rendam dengan air panas. Gunakan air rendaman ini untuk merendam bagian tubuh yang nyeri atau kram. Mengkudu dapat membantu meredakan ketegangan otot dengan efek relaksasi."
Sariawan,"0,5",Mengkudu,Morinda citrifolia,Pace (Jawa); Cengkudu (Sunda); Kodhuk (Madura); Wengkudu (Bali),https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman buah yang sering digunakan dalam pengobatan tradisional untuk meningkatkan kesehatan. Buahnya mengandung senyawa bioaktif yang memiliki sifat antimikroba dan antiinflamasi. Khasiatnya meliputi membantu meningkatkan sistem kekebalan tubuh, mengurangi nyeri sendi, dan menjaga fungsi hati. Selain itu, tanaman ini juga dipercaya mampu mengatasi masalah pernapasan.","Sembelit
Nyeri otot
Sariawan
Kulit berminyak
Stres","Scopoletin, terpenoid, iridoid.","Ambil daun mengkudu, tumbuk halus, dan tambahkan sedikit air. Gunakan campuran ini sebagai obat kumur untuk sariawan. Sifat antibakteri dalam mengkudu dapat membantu mempercepat penyembuhan."
